City,Location,Price,Bedrooms,Baths,Area
Lahore,"Jubilee Town,  Lahore, Lahore",16500000,5,6,1125
Lahore,"Wapda Town Phase 1,  Wapda Town, Lahore",52500000,5,6,4500
Lahore,"Architects Engineers Housing Society,  Lahore, Lahore",57000000,5,5,4500
Lahore,"Johar Town,  Lahore, Lahore",29000000,5,5,1125
Lahore,"Paragon City,  Lahore, Lahore",50000000,5,6,2250
Lahore,"Johar Town Phase 2,  Johar Town, Lahore",29000000,5,6,1125
Lahore,"DHA Phase 7 - Block Y,  DHA Phase 7, Lahore",61000000,5,6,4500
Lahore,"DHA Phase 5,  DHA Defence, Lahore",78400000,5,6,4500
Lahore,"Askari 11 - Sector B,  Askari 11, Lahore",23000000,3,4,2250
Lahore,"Sadaat Town,  Lahore, Lahore",16000000,3,4,1125
Lahore,"Bahria Town - Jinnah Block,  Bahria Town - Sector E, Lahore",22000000,3,4,1125
Lahore,"Al-Kabir Town - Phase 2,  Al-Kabir Town, Lahore",9000000,3,4,675
Lahore,"DHA 9 Town,  DHA Defence, Lahore",19500000,3,4,1125
Lahore,"DHA 9 Town,  DHA Defence, Lahore",18500000,3,4,1125
Lahore,"DHA Phase 8 - Ex Air Avenue,  DHA Phase 8, Lahore",49900000,4,5,2250
Lahore,"DHA Phase 6 - Block J,  DHA Phase 6, Lahore",36500000,4,4,1575
Lahore,"Bahria Town - Jasmine Block,  Bahria Town - Sector C, Lahore",46000000,5,6,2250
Lahore,"Bahria Town - Chambelli Block,  Bahria Town - Sector C, Lahore",47500000,5,6,2250
Lahore,"Green Cap Housing Society,  Lahore, Lahore",7700000,3,3,788
Lahore,"Jubilee Town,  Lahore, Lahore",32000000,6,7,2250
Lahore,"Bahria Town - Block BB,  Bahria Town - Sector D, Lahore",21000000,3,4,1125
Lahore,"DHA Phase 6 - Block L,  DHA Phase 6, Lahore",62900000,4,5,2250
Lahore,"DHA 9 Town,  DHA Defence, Lahore",21500000,3,4,1125
Lahore,"DHA Phase 8,  DHA Defence, Lahore",58000000,5,6,4500
Lahore,"DHA Phase 7,  DHA Defence, Lahore",73500000,5,6,4500
Lahore,"DHA Phase 2 - Block U,  DHA Phase 2, Lahore",150000000,6,7,12150
Lahore,"DHA Phase 6 - Block D,  DHA Phase 6, Lahore",65000000,2,3,4500
Lahore,"DHA 9 Town - Block A,  DHA 9 Town, Lahore",18500000,3,4,1125
Lahore,"DHA 9 Town - Block A,  DHA 9 Town, Lahore",19000000,3,4,1125
Lahore,"DHA Phase 6 - Block D,  DHA Phase 6, Lahore",86000000,5,6,4500
Lahore,"Central Park - Block F,  Central Park Housing Scheme, Lahore",27000000,5,6,2250
Lahore,"DHA Phase 2,  DHA Defence, Lahore",229500000,6,7,9000
Lahore,"DHA Phase 3,  DHA Defence, Lahore",102500000,5,6,4500
Lahore,"DHA Phase 6,  DHA Defence, Lahore",78600000,5,6,4500
Lahore,"Rehan Garden Phase 2,  Rehan Garden, Lahore",6250000,3,4,1125
Lahore,"Eden City,  Eden, Lahore",55000000,7,5,4500
Lahore,"Valencia - Block L,  Valencia Housing Society, Lahore",75000000,6,7,4500
Lahore,"Bahria Orchard Phase 1 - Eastern,  Bahria Orchard Phase 1, Lahore",15500000,3,2,1125
Lahore,"Bedian Road,  Lahore, Lahore",10500000,3,4,1125
Lahore,"Rehan Garden Phase 2,  Rehan Garden, Lahore",9700000,3,4,1125
Lahore,"DHA Phase 6,  DHA Defence, Lahore",71500000,5,6,4500
Lahore,"DHA Phase 3,  DHA Defence, Lahore",62500000,5,6,4500
Lahore,"Formanites Housing Scheme - Block A,  Formanites Housing Scheme, Lahore",39000000,5,6,2250
Lahore,"DHA Phase 1 - Block D,  DHA Phase 1, Lahore",39500000,4,3,3825
Lahore,"DHA Phase 1 - Block M,  DHA Phase 1, Lahore",110000000,5,6,9000
Lahore,"DHA Phase 1,  DHA Defence, Lahore",70000,3,3,4500
Lahore,"DHA Phase 3,  DHA Defence, Lahore",62500000,5,6,4500
Lahore,"DHA Phase 6,  DHA Defence, Lahore",120000000,5,5,4500
Lahore,"DHA Phase 6,  DHA Defence, Lahore",120000000,5,6,4500
Lahore,"DHA Phase 6,  DHA Defence, Lahore",35000000,3,4,1125
Lahore,"Johar Town Phase 2,  Johar Town, Lahore",27000000,6,6,1125
Lahore,"Gulshan-e-Lahore,  Lahore, Lahore",13000000,3,3,675
Lahore,"DHA Phase 7,  DHA Defence, Lahore",69000000,5,6,4500
Lahore,"DHA Phase 6,  DHA Defence, Lahore",75000000,5,6,4500
Lahore,"DHA Phase 6 - Block D,  DHA Phase 6, Lahore",41000000,4,5,1575
Lahore,"Canal Garden - Block A,  Canal Garden, Lahore",140000000,5,6,9000
Lahore,"DHA Phase 3,  DHA Defence, Lahore",290000000,6,7,9000
Lahore,"IEP Engineers Town,  Lahore, Lahore",130000000,8,8,9000
Lahore,"Bahria Town - Overseas B,  Bahria Town - Overseas Enclave, Lahore",29500000,5,6,2250
Lahore,"Bahria Town - Janiper Block,  Bahria Town - Sector C, Lahore",37000000,5,5,2250
Lahore,"Johar Town,  Lahore, Lahore",28500000,5,6,1238
Lahore,"Johar Town,  Lahore, Lahore",62500000,6,7,2700
Lahore,"Architects Engineers Housing Society,  Lahore, Lahore",31000000,5,5,2250
Lahore,"DHA Phase 5,  DHA Defence, Lahore",107500000,5,6,4500
Lahore,"State Life Phase 1 - Block G,  State Life Housing Phase 1, Lahore",32000000,4,5,2250
Lahore,"Ali Park,  Cantt, Lahore",9000000,3,4,675
Lahore,"Bahria Town - Safari Villas,  Bahria Town - Sector B, Lahore",29000000,4,3,2700
Lahore,"Askari 11 - Sector B Apartments,  Askari 11, Lahore",28000000,3,3,2250
Lahore,"Nasheman-e-Iqbal Phase 2,  Nasheman-e-Iqbal, Lahore",36500000,5,5,2250
Lahore,"Bahria Town - Safari Villas,  Bahria Town - Sector B, Lahore",18000000,4,5,1800
Lahore,"Bahria Homes,  Bahria Town - Sector E, Lahore",15800000,3,4,1350
Lahore,"Bahria Town - Gulbahar Block,  Bahria Town - Sector C, Lahore",43000000,5,6,2250
Lahore,"Bahria Town - Sector C,  Bahria Town, Lahore",15000000,3,4,1125
Lahore,"Bahria Town - Ghaznavi Block,  Bahria Town - Sector F, Lahore",41000000,5,6,2250
Lahore,"DHA Phase 1 - Block L,  DHA Phase 1, Lahore",205000000,5,6,9000
Lahore,"PGECHS Phase 2 - Block E,  PGECHS Phase 2, Lahore",54800000,7,8,4500
Lahore,"Audit & Accounts Phase 1 - Block E,  Audit & Accounts Phase 1, Lahore",22500000,5,6,1800
Lahore,"DHA 9 Town,  DHA Defence, Lahore",39900000,4,5,1800
Lahore,"DHA Phase 7,  DHA Defence, Lahore",43000000,4,5,2250
Lahore,"DHA Phase 6 - Block M,  DHA Phase 6, Lahore",75000000,5,6,4500
Lahore,"DHA Phase 7,  DHA Defence, Lahore",77500000,5,6,4500
Lahore,"DHA Phase 6,  DHA Defence, Lahore",74500000,5,6,4500
Lahore,"Johar Town,  Lahore, Lahore",44500000,5,6,2700
Lahore,"Lake City - Sector M-5,  Lake City, Lahore",37500000,5,6,2250
Lahore,"IEP Engineers Town - Block E5,  IEP Engineers Town - Sector A, Lahore",16500000,5,5,1125
Lahore,"Bahria Town - Block AA,  Bahria Town - Sector D, Lahore",18600000,3,4,1125
Lahore,"Lake City - Sector M-7A,  Lake City, Lahore",41000000,6,6,1980
Lahore,"DHA 9 Town,  DHA Defence, Lahore",27000000,3,4,1125
Lahore,"DHA Phase 6 - Block M,  DHA Phase 6, Lahore",74900000,5,6,4500
Lahore,"DHA 11 Rahbar Phase 2,  DHA 11 Rahbar, Lahore",22500000,3,4,1125
Lahore,"Paragon City - Orchard 1 Block,  Paragon City, Lahore",35000000,5,5,2250
Lahore,"DHA Phase 3 - Block XX,  DHA Phase 3, Lahore",39000000,3,4,1575
Lahore,"DHA Phase 5,  DHA Defence, Lahore",35000000,4,5,2025
Lahore,"DHA Phase 4,  DHA Defence, Lahore",101500000,5,6,4500
Lahore,"PCSIR Staff Colony,  Lahore, Lahore",28500000,6,7,2700
Lahore,"PCSIR Staff Colony,  Lahore, Lahore",25000000,5,6,1912
Lahore,"Nasheman-e-Iqbal Phase 2,  Nasheman-e-Iqbal, Lahore",36500000,4,6,2250
Lahore,"Nasheman-e-Iqbal Phase 2,  Nasheman-e-Iqbal, Lahore",48500000,7,9,4500
Lahore,"PGECHS Phase 2,  Punjab Govt Employees Society, Lahore",8000000,3,3,562
Lahore,"Green Town Sector D2 - Block 6,  Green Town Sector D2, Lahore",4000000,2,2,900
Lahore,"Military Accounts Housing Society,  Lahore, Lahore",13800000,3,3,900
Lahore,"DHA Phase 6,  DHA Defence, Lahore",37500000,4,5,1125
Lahore,"DHA Phase 5,  DHA Defence, Lahore",350000000,5,6,9000
Lahore,"Bahria Town - Alamgir Block Extension,  Bahria Town - Sector F, Lahore",31000000,5,6,2250
Lahore,"Bahria Town - Block EE,  Bahria Town - Sector D, Lahore",16000000,3,4,1125
Lahore,"DHA Phase 5,  DHA Defence, Lahore",62500000,5,6,2250
Lahore,"State Life Housing Phase 1,  State Life Housing Society, Lahore",45000000,5,6,4500
Lahore,"Bahria Town - Sector C,  Bahria Town, Lahore",15000000,3,4,1125
Lahore,"Johar Town Phase 2,  Johar Town, Lahore",62500000,5,6,2700
Lahore,"DHA Phase 7,  DHA Defence, Lahore",65000000,5,6,4500
Lahore,"DHA Phase 8,  DHA Defence, Lahore",47500000,4,5,2250
Lahore,"DHA Phase 5,  DHA Defence, Lahore",78000000,5,6,4500
Lahore,"DHA Phase 7,  DHA Defence, Lahore",38000000,4,5,2250
Lahore,"State Life Housing Society,  Lahore, Lahore",39000000,4,5,2250
Lahore,"Green City,  Lahore, Lahore",43500000,5,6,2250
Lahore,"New Super Town,  Lahore, Lahore",55000000,6,6,4500
Lahore,"Lake City - Sector M-2A,  Lake City, Lahore",40000000,5,6,2250
Lahore,"DHA Phase 6 - Block D,  DHA Phase 6, Lahore",370000000,5,6,9000
Lahore,"Al-Kabir Town - Phase 2,  Al-Kabir Town, Lahore",17500000,3,4,1125
Lahore,"Bahria Town - Sector B,  Bahria Town, Lahore",40000000,5,6,2250
Lahore,"DHA Phase 8 - Ex Air Avenue,  DHA Phase 8, Lahore",52000000,4,4,2250
Lahore,"DHA Phase 8 - Ex Air Avenue,  DHA Phase 8, Lahore",53500000,4,4,2250
Lahore,"DHA Phase 8 - Ex Air Avenue,  DHA Phase 8, Lahore",13500000,2,2,1012
Lahore,"DHA Phase 8 - Ex Air Avenue,  DHA Phase 8, Lahore",78500000,5,6,4500
Lahore,"HBFC Housing Society - Block B,  HBFC Housing Society, Lahore",65000000,6,0,4500
Lahore,"DHA Phase 5 - Block B,  DHA Phase 5, Lahore",25000000,3,4,1125
Lahore,"DHA Phase 8 - Ex Air Avenue,  DHA Phase 8, Lahore",37500000,4,5,2250
Lahore,"Military Accounts Housing Society,  Lahore, Lahore",23500000,5,6,1800
Lahore,"DHA Phase 6 - Block F,  DHA Phase 6, Lahore",120000000,5,6,4500
Lahore,"Central Park - Block G,  Central Park Housing Scheme, Lahore",29500000,5,6,2475
Lahore,"Johar Town,  Lahore, Lahore",42500000,7,0,2250
Lahore,"Wapda Town,  Lahore, Lahore",67000000,6,7,4500
Lahore,"DHA 11 Rahbar Phase 2 Extension - Block P,  DHA 11 Rahbar Phase 2 Extension, Lahore",20000000,3,4,1125
Lahore,"DHA Phase 7,  DHA Defence, Lahore",37000000,4,5,2250
Lahore,"DHA 9 Town,  DHA Defence, Lahore",18800000,3,5,1125
Lahore,"DHA Phase 6,  DHA Defence, Lahore",44000000,4,5,2250
Lahore,"DHA Phase 5 - Block K,  DHA Phase 5, Lahore",95500000,6,8,4500
Lahore,"DHA Phase 7,  DHA Defence, Lahore",72500000,5,6,4500
Lahore,"Johar Town,  Lahore, Lahore",25000000,5,5,1125
Lahore,"Al-Kabir Phase 2 - Block C,  Al-Kabir Town - Phase 2, Lahore",11000000,3,3,675
Lahore,"Izmir Town,  Lahore, Lahore",56000000,4,4,4500
Lahore,"Johar Town Phase 2,  Johar Town, Lahore",23500000,5,6,1125
Lahore,"DHA Phase 8 - Ex Park View,  DHA Phase 8, Lahore",69900000,5,6,4500
Lahore,"Pak Arab Housing Society,  Lahore, Lahore",8600000,3,4,788
Lahore,"Bahria Town - Janiper Block,  Bahria Town - Sector C, Lahore",41000000,5,6,2250
Lahore,"Bahria Town - Jasmine Block,  Bahria Town - Sector C, Lahore",62000000,5,6,2700
Lahore,"Bahria Town - Sector C,  Bahria Town, Lahore",35000000,5,6,2250
Lahore,"Bahria Town - Overseas A,  Bahria Town - Overseas Enclave, Lahore",38500000,5,6,2250
Lahore,"Bahria Town - Sector B,  Bahria Town, Lahore",19800000,3,4,1125
Lahore,"Bahria Town - Iris Block,  Bahria Town - Sector C, Lahore",39000000,5,6,2250
Lahore,"Bahria Town - Block BB,  Bahria Town - Sector D, Lahore",23000000,3,4,1125
Lahore,"Bahria Town - Iris Block,  Bahria Town - Sector C, Lahore",38500000,5,6,2250
Lahore,"Johar Town Phase 2,  Johar Town, Lahore",62500000,5,6,2700
Lahore,"Wapda Town Phase 1,  Wapda Town, Lahore",75000000,5,6,4500
Lahore,"Wapda Town Phase 1,  Wapda Town, Lahore",48000000,5,6,2250
Lahore,"Johar Town Phase 1,  Johar Town, Lahore",32500000,5,6,2700
Lahore,"Gulberg,  Lahore, Lahore",81900000,3,3,2812
Lahore,"DHA Phase 7,  DHA Defence, Lahore",34800000,4,5,2250
Lahore,"DHA Phase 6,  DHA Defence, Lahore",77500000,5,6,4500
Lahore,"Bahria Town - Safari Villas,  Bahria Town - Sector B, Lahore",18000000,3,4,1800
Lahore,"Bahria Town - Gulbahar Block,  Bahria Town - Sector C, Lahore",38500000,5,6,2250
Lahore,"Bahria Town - Block AA,  Bahria Town - Sector D, Lahore",18000000,3,4,1125
Lahore,"Johar Town,  Lahore, Lahore",24500000,5,5,1125
Lahore,"Johar Town,  Lahore, Lahore",39500000,5,5,2700
Lahore,"Rehan Garden Phase 2,  Rehan Garden, Lahore",9500000,3,4,1125
Lahore,"Rehan Garden Phase 2,  Rehan Garden, Lahore",11000000,6,6,1125
Lahore,"Askari 11 - Sector B Apartments,  Askari 11, Lahore",25000000,3,3,2250
Lahore,"Askari 11 - Sector A,  Askari 11, Lahore",38500000,3,4,2250
Lahore,"New Lahore City,  Lahore, Lahore",14000000,3,3,1125
Lahore,"DHA Phase 5 - Block L,  DHA Phase 5, Lahore",54500000,4,5,2250
Lahore,"DHA Phase 5 - Block K,  DHA Phase 5, Lahore",51500000,4,5,2250
Lahore,"DHA Phase 8 - Ex Air Avenue,  DHA Phase 8, Lahore",53500000,4,5,2250
Lahore,"DHA Phase 5 - Block L,  DHA Phase 5, Lahore",52500000,5,6,2250
Lahore,"Bahria Town - Overseas B,  Bahria Town - Overseas Enclave, Lahore",29500000,5,6,2250
Lahore,"Bahria Town - Sector C,  Bahria Town, Lahore",47000000,5,6,2250
Lahore,"Bahria Town - Sector C,  Bahria Town, Lahore",44000000,5,6,2250
Lahore,"Air Avenue - Block N,  DHA Phase 8 - Ex Air Avenue, Lahore",51500000,5,5,2475
Lahore,"Gulberg,  Lahore, Lahore",39300000,1,1,1305
Lahore,"DHA Phase 6,  DHA Defence, Lahore",350000000,6,7,9000
Lahore,"Gulberg,  Lahore, Lahore",15000000,0,1,652
Lahore,"Gulberg,  Lahore, Lahore",50000000,2,2,1935
Lahore,"DHA Phase 5,  DHA Defence, Lahore",53500000,4,5,2250
Lahore,"DHA 9 Town,  DHA Defence, Lahore",18500000,3,4,1125
Lahore,"DHA Phase 5,  DHA Defence, Lahore",58000000,5,6,2250
Lahore,"DHA Phase 6,  DHA Defence, Lahore",75000000,5,6,4500
Lahore,"Valencia - Block F,  Valencia Housing Society, Lahore",41500000,6,7,2250
Lahore,"DHA 9 Town,  DHA Defence, Lahore",15000000,3,4,1125
Lahore,"Johar Town,  Lahore, Lahore",20500000,5,5,1125
Lahore,"Johar Town,  Lahore, Lahore",20000000,5,5,1125
Lahore,"Askari 11 - Sector B Apartments,  Askari 11, Lahore",24500000,3,3,2250
Lahore,"Askari 11 - Sector B Apartments,  Askari 11, Lahore",33000000,3,3,2250
Lahore,"Bahria Town - Block AA,  Bahria Town - Sector D, Lahore",24500000,3,4,1125
Lahore,"Askari 11 - Sector B Apartments,  Askari 11, Lahore",26500000,3,3,2250
Lahore,"Askari 11 - Sector B Apartments,  Askari 11, Lahore",30000000,4,5,2700
Lahore,"Bahria Town - Block AA,  Bahria Town - Sector D, Lahore",18500000,3,4,1125
Lahore,"DHA 9 Town - Block C,  DHA 9 Town, Lahore",27500000,3,4,1125
Lahore,"DHA 9 Town - Block D,  DHA 9 Town, Lahore",40000000,4,5,1800
Lahore,"Bahria Town - Nargis Block,  Bahria Town - Sector C, Lahore",35500000,5,6,2250
Lahore,"DHA Phase 7 - Block Y,  DHA Phase 7, Lahore",56100000,4,5,2250
Lahore,"DHA 9 Town,  DHA Defence, Lahore",25000000,4,4,1125
Lahore,"Bahria Town - Talha Block,  Bahria Town - Sector E, Lahore",39000000,5,6,2250
Lahore,"Bahria Town - Sector C,  Bahria Town, Lahore",47500000,5,6,2250
Lahore,"DHA Phase 5,  DHA Defence, Lahore",350000000,6,7,9000
Lahore,"Wapda Town Phase 1 - Block F1,  Wapda Town Phase 1, Lahore",60000000,5,5,4500
Lahore,"Askari 10 - Sector F,  Askari 10, Lahore",82500000,5,5,3825
Lahore,"SJ Garden,  Bedian Road, Lahore",11000000,3,4,1125
Lahore,"Askari 10 - Sector F,  Askari 10, Lahore",70000000,4,4,3825
Lahore,"State Life Housing Society,  Lahore, Lahore",77500000,5,6,4500
Lahore,"DHA 9 Town - Block A,  DHA 9 Town, Lahore",26000000,3,4,1125
Lahore,"Formanites Housing Scheme,  Lahore, Lahore",17000000,3,5,1125
Lahore,"DHA Phase 7,  DHA Defence, Lahore",59000000,5,6,4500
Lahore,"DHA Phase 6,  DHA Defence, Lahore",71400000,5,6,5400
Lahore,"Johar Town,  Lahore, Lahore",18200000,5,5,1125
Lahore,"Architects Engineers Housing Society,  Lahore, Lahore",45000000,5,5,4500
Lahore,"Bahria Town - Ghouri Block,  Bahria Town - Sector B, Lahore",50000000,5,7,4500
Lahore,"Bahria Town - Gulbahar Block,  Bahria Town - Sector C, Lahore",58000000,5,6,4500
Lahore,"Bahria Town - Gulbahar Block,  Bahria Town - Sector C, Lahore",65000000,5,6,4500
Lahore,"DHA Phase 4 - Block DD,  DHA Phase 4, Lahore",73000000,5,6,4500
Lahore,"Bahria Town - Block AA,  Bahria Town - Sector D, Lahore",35000000,5,6,2250
Lahore,"Bahria Town - Sector D,  Bahria Town, Lahore",27500000,3,4,1125
Lahore,"Bahria Town - Sector C,  Bahria Town, Lahore",22500000,3,4,1125
Lahore,"Bahria Town - Sector E,  Bahria Town, Lahore",34000000,5,6,2250
Lahore,"Bahria Town - Sector E,  Bahria Town, Lahore",41500000,5,6,2250
Lahore,"DHA Phase 5 - Block D,  DHA Phase 5, Lahore",26500000,3,4,1125
Lahore,"Bahria Town - Overseas A,  Bahria Town - Overseas Enclave, Lahore",47000000,5,6,2250
Lahore,"Bahria Town - Talha Block,  Bahria Town - Sector E, Lahore",30000000,5,6,2250
Lahore,"Gulshan-e-Lahore,  Lahore, Lahore",21000000,5,6,1778
Lahore,"DHA Phase 6,  DHA Defence, Lahore",217500000,6,7,9000
Lahore,"Askari 10 - Sector F,  Askari 10, Lahore",45500000,4,5,3038
Lahore,"DHA Phase 6,  DHA Defence, Lahore",73500000,5,6,4500
Lahore,"Lake City,  Raiwind Road, Lahore",195000000,6,8,9000
Lahore,"Askari 11,  Askari, Lahore",26500000,3,3,2250
Lahore,"Lake City - Sector M7 - Block A,  Lake City - Sector M-7, Lahore",30000000,4,4,1575
Lahore,"Nasheman-e-Iqbal Phase 1,  Nasheman-e-Iqbal, Lahore",37000000,6,7,2250
Lahore,"Gulberg 2,  Gulberg, Lahore",85000000,5,6,4500
Lahore,"DHA Phase 5,  DHA Defence, Lahore",57000000,4,5,2250
Lahore,"DHA 9 Town,  DHA Defence, Lahore",26500000,3,4,1125
Lahore,"Architects Engineers Housing Society,  Lahore, Lahore",46000000,5,5,4500
Lahore,"Architects Engineers Housing Society,  Lahore, Lahore",48000000,5,5,4500
Lahore,"Bismillah Housing Scheme,  GT Road, Lahore",8800000,3,3,675
Lahore,"Bismillah Housing Scheme,  GT Road, Lahore",26000000,4,5,1350
Lahore,"Bismillah Housing Scheme - Block B,  Bismillah Housing Scheme, Lahore",17500000,5,4,1125
Lahore,"Bismillah Housing Scheme,  GT Road, Lahore",16000000,5,6,1125
Lahore,"Punjab Small Industries Colony - Block G,  Punjab Small Industries Colony, Lahore",22500000,4,5,1575
Lahore,"Gulshan-e-Lahore,  Lahore, Lahore",19500000,5,6,1125
Lahore,"Divine Gardens - Block D,  Divine Gardens, Lahore",29500000,3,4,1800
Lahore,"DHA Phase 8 - Ex Air Avenue,  DHA Phase 8, Lahore",51500000,4,5,2250
Lahore,"Divine Gardens - Block C,  Divine Gardens, Lahore",36500000,4,5,2250
Lahore,"DHA Phase 5 - Block B,  DHA Phase 5, Lahore",65000000,4,5,2700
Lahore,"Air Avenue - Block M,  DHA Phase 8 - Ex Air Avenue, Lahore",55500000,4,5,2250
Lahore,"DHA Phase 7,  DHA Defence, Lahore",75000000,5,6,4500
Lahore,"Bahria Town - Overseas Enclave,  Bahria Town, Lahore",100000000,5,6,4500
Lahore,"Johar Town Phase 1,  Johar Town, Lahore",75000000,5,6,4500
Lahore,"DHA Phase 6,  DHA Defence, Lahore",209000000,6,7,9000
Lahore,"Bankers Co-operative Housing Society,  Lahore, Lahore",20000000,3,4,1125
Lahore,"State Life Phase 1 - Block F,  State Life Housing Phase 1, Lahore",35000000,4,5,2250
Lahore,"DHA Phase 6,  DHA Defence, Lahore",450000000,6,7,9000
Lahore,"DHA Phase 7,  DHA Defence, Lahore",57900000,5,6,4500
Lahore,"DHA 9 Town,  DHA Defence, Lahore",19000000,3,4,1125
Lahore,"Bahria Town - Ghaznavi Block,  Bahria Town - Sector F, Lahore",46500000,6,6,2430
Lahore,"DHA Phase 6,  DHA Defence, Lahore",350000000,5,6,9000
Lahore,"Pak Arab Housing Society,  Lahore, Lahore",14800000,4,4,900
Lahore,"Architects Engineers Housing Society,  Lahore, Lahore",49000000,5,5,4500
Lahore,"Architects Engineers Housing Society,  Lahore, Lahore",53000000,5,5,4500
Lahore,"Ferozepur Road,  Lahore, Lahore",4000000,2,1,675
Lahore,"Bahria Town - Nargis Extension,  Bahria Town - Sector C, Lahore",31500000,5,6,2250
Lahore,"Bahria Town - Sector B,  Bahria Town, Lahore",29500000,5,6,2250
Lahore,"Bahria Town - Sector C,  Bahria Town, Lahore",39800000,5,6,2250
Lahore,"Punjab Small Industries Colony,  Lahore, Lahore",22000000,5,5,2250
Lahore,"DHA Phase 5 - Block L,  DHA Phase 5, Lahore",54500000,5,6,2250
Lahore,"Bahria Town - Sector F,  Bahria Town, Lahore",45000000,5,6,2250
Lahore,"DHA Phase 6,  DHA Defence, Lahore",120000000,5,6,4500
Lahore,"Bahria Town - Safari Villas,  Bahria Town - Sector B, Lahore",15000000,2,3,1350
Lahore,"Air Avenue - Block M,  DHA Phase 8 - Ex Air Avenue, Lahore",53500000,4,5,2250
Lahore,"DHA Phase 6 - Block J,  DHA Phase 6, Lahore",41500000,4,4,1575
Lahore,"DHA Phase 5,  DHA Defence, Lahore",61500000,5,6,2250
Lahore,"Air Avenue - Block N,  DHA Phase 8 - Ex Air Avenue, Lahore",53000000,4,5,2250
Lahore,"DHA Phase 6 - Block E,  DHA Phase 6, Lahore",110000000,5,6,4500
Lahore,"Allama Iqbal Town - Badar Block,  Allama Iqbal Town, Lahore",35000000,4,5,2250
Lahore,"Askari 10 - Sector F,  Askari 10, Lahore",96000000,5,6,3825
Lahore,"DHA Phase 6 - Block L,  DHA Phase 6, Lahore",99500000,5,6,4500
Lahore,"DHA Phase 7 - Block X,  DHA Phase 7, Lahore",64000000,5,6,4500
Lahore,"Pak Arab Housing Society,  Lahore, Lahore",17000000,3,5,1125
Lahore,"Allama Iqbal Town,  Lahore, Lahore",38500000,5,5,2250
Lahore,"DHA Phase 6 - Block D,  DHA Phase 6, Lahore",43000000,4,5,1575
Lahore,"Bahria Town - Talha Block,  Bahria Town - Sector E, Lahore",4799000,1,1,338
Lahore,"DHA Phase 6 - Block K,  DHA Phase 6, Lahore",113000000,5,6,4500
Lahore,"DHA 11 Rahbar Phase 2 - Block L,  DHA 11 Rahbar Phase 2, Lahore",23000000,3,4,1125
Lahore,"Johar Town,  Lahore, Lahore",18500000,5,5,1125
Lahore,"Central Park - Block A,  Central Park Housing Scheme, Lahore",26000000,5,6,2250
Lahore,"Air Avenue Luxury Apartments,  DHA Phase 8, Lahore",14500000,2,2,1012
Lahore,"Bahria Town - Sector D,  Bahria Town, Lahore",16000000,3,5,1125
Lahore,"Bahria Town - Janiper Block,  Bahria Town - Sector C, Lahore",29000000,5,7,2250
Lahore,"DHA Phase 6,  DHA Defence, Lahore",94000000,5,6,4500
Lahore,"Air Avenue - Block N,  DHA Phase 8 - Ex Air Avenue, Lahore",46500000,4,5,2250
Lahore,"Air Avenue - Block L,  DHA Phase 8 - Ex Air Avenue, Lahore",52500000,4,5,2250
Lahore,"Air Avenue - Block P,  DHA Phase 8 - Ex Air Avenue, Lahore",82500000,5,6,4500
Lahore,"DHA Phase 6 - Block D,  DHA Phase 6, Lahore",42500000,4,5,1800
